timestamp;flag_armed;flag_multicopter_position_control_enabled;flag_control_manual_enabled;flag_control_auto_enabled;flag_control_offboard_enabled;flag_control_position_enabled;flag_control_velocity_enabled;flag_control_altitude_enabled;flag_control_climb_rate_enabled;flag_control_acceleration_enabled;flag_control_attitude_enabled;flag_control_rates_enabled;flag_control_allocation_enabled;flag_control_termination_enabled;source_id
479350511;1;0;1;0;0;0;0;0;0;0;1;1;1;0;0
479857495;1;0;1;0;0;0;0;0;0;0;1;1;1;0;0
480363617;1;0;1;0;0;0;0;0;0;0;1;1;1;0;0
480869496;1;0;1;0;0;0;0;0;0;0;1;1;1;0;0
481375588;1;0;1;0;0;0;0;0;0;0;1;1;1;0;0
481881563;1;0;1;0;0;0;0;0;0;0;1;1;1;0;0
482387495;1;0;1;0;0;0;0;0;0;0;1;1;1;0;0
482893514;1;0;1;0;0;0;0;0;0;0;1;1;1;0;0
483400514;1;0;1;0;0;0;0;0;0;0;1;1;1;0;0
483907514;1;0;1;0;0;0;0;0;0;0;1;1;1;0;0
484413514;1;0;1;0;0;0;0;0;0;0;1;1;1;0;0
484919629;1;0;1;0;0;0;0;0;0;0;1;1;1;0;0
485425494;1;0;1;0;0;0;0;0;0;0;1;1;1;0;0
485931498;1;0;1;0;0;0;0;0;0;0;1;1;1;0;0
486437496;1;0;1;0;0;0;0;0;0;0;1;1;1;0;0
486943523;1;0;1;0;0;0;0;0;0;0;1;1;1;0;0
487449673;1;0;1;0;0;0;0;0;0;0;1;1;1;0;0
487955519;1;0;1;0;0;0;0;0;0;0;1;1;1;0;0
