timestamp;armed;prearmed;ready_to_arm;lockdown;manual_lockdown;force_failsafe;in_esc_calibration_mode
561845503;1;0;1;0;0;0;0
562351494;1;0;1;0;0;0;0
562857544;1;0;1;0;0;0;0
563363495;1;0;1;0;0;0;0
563869612;1;0;1;0;0;0;0
564375961;1;0;1;0;0;0;0
564882513;1;0;1;0;0;0;0
565388494;1;0;1;0;0;0;0
565894550;1;0;1;0;0;0;0
566400495;1;0;1;0;0;0;0
566906524;1;0;1;0;0;0;0
567412494;1;0;1;0;0;0;0
567918679;1;0;1;0;0;0;0
568424496;1;0;1;0;0;0;0
568930877;1;0;1;0;0;0;0
569436494;1;0;1;0;0;0;0
569942696;1;0;1;0;0;0;0
570448494;1;0;1;0;0;0;0
570954493;1;0;1;0;0;0;0
571460510;1;0;1;0;0;0;0
571966517;1;0;1;0;0;0;0
572472510;1;0;1;0;0;0;0
572978494;1;0;1;0;0;0;0
573484494;1;0;1;0;0;0;0
573990493;1;0;1;0;0;0;0
574496494;1;0;1;0;0;0;0
575004448;1;0;1;0;0;0;0
575510494;1;0;1;0;0;0;0
576016513;1;0;1;0;0;0;0
576522594;1;0;1;0;0;0;0
577028877;1;0;1;0;0;0;0
577534495;1;0;1;0;0;0;0
578040492;1;0;1;0;0;0;0
578546495;1;0;1;0;0;0;0
579052965;1;0;1;0;0;0;0
579558650;1;0;1;0;0;0;0
580064759;1;0;1;0;0;0;0
580570518;1;0;1;0;0;0;0
581076495;1;0;1;0;0;0;0
581582495;1;0;1;0;0;0;0
582088627;1;0;1;0;0;0;0
582594494;1;0;1;0;0;0;0
583100494;1;0;1;0;0;0;0
583606495;1;0;1;0;0;0;0
584112492;1;0;1;0;0;0;0
584618753;1;0;1;0;0;0;0
585124513;1;0;1;0;0;0;0
585630513;1;0;1;0;0;0;0
586136494;1;0;1;0;0;0;0
586642494;1;0;1;0;0;0;0
587148647;1;0;1;0;0;0;0
587654496;1;0;1;0;0;0;0
