timestamp;timestamp_last_signal;rssi;rssi_dbm;rc_lost_frame_count;rc_total_frame_count;rc_ppm_frame_length;values[0];values[1];values[2];values[3];values[4];values[5];values[6];values[7];values[8];values[9];values[10];values[11];values[12];values[13];values[14];values[15];values[16];values[17];channel_count;rc_failsafe;rc_lost;input_source;link_quality
880826020;880825459;41;nan;0;10322;0;1494;1496;1526;1491;1084;1084;1494;1084;1494;1494;1494;1494;1494;1494;1494;1494;998;998;18;0;0;4;-1
881320862;881320296;41;nan;0;10377;0;1563;1497;1526;1491;1084;1084;1494;1084;1494;1494;1494;1494;1494;1494;1494;1494;998;998;18;0;0;4;-1
881815700;881815141;41;nan;0;10432;0;1388;1497;1526;1491;1084;1084;1494;1084;1494;1494;1494;1494;1494;1494;1494;1494;998;998;18;0;0;4;-1
882310544;882309985;41;nan;0;10487;0;1241;1497;1525;1491;1084;1084;1494;1084;1494;1494;1494;1494;1494;1494;1494;1494;998;998;18;0;0;4;-1
882828015;882827438;41;nan;0;10544;0;1224;1497;1514;1491;1084;1084;1494;1084;1494;1494;1494;1494;1494;1494;1494;1494;998;998;18;0;0;4;-1
883322727;883322167;41;nan;0;10599;0;1208;1495;1511;1491;1084;1084;1494;1084;1494;1494;1494;1494;1494;1494;1494;1494;998;998;18;0;0;4;-1
883817623;883817062;41;nan;0;10654;0;1190;1495;1511;1491;1084;1084;1494;1084;1494;1494;1494;1494;1494;1494;1494;1494;998;998;18;0;0;4;-1
884312435;884311871;41;nan;0;10709;0;1208;1495;1475;1491;1084;1084;1494;1084;1494;1494;1494;1494;1494;1494;1494;1494;998;998;18;0;0;4;-1
884807357;884806700;41;nan;0;10764;0;1233;1495;1420;1492;1084;1084;1494;1084;1494;1494;1494;1494;1494;1494;1494;1494;998;998;18;0;0;4;-1
885324613;885324052;41;nan;0;10822;0;1426;1498;1420;1491;1084;1084;1494;1084;1494;1494;1494;1494;1494;1494;1494;1494;998;998;18;0;0;4;-1
885819449;885818886;41;nan;0;10877;0;1494;1496;1418;1491;1084;1084;1494;1084;1494;1494;1494;1494;1494;1494;1494;1494;998;998;18;0;0;4;-1
886314294;886313731;41;nan;0;10932;0;1494;1497;1416;1491;1084;1084;1494;1084;1494;1494;1494;1494;1494;1494;1494;1494;998;998;18;0;0;4;-1
886809143;886808580;41;nan;0;10987;0;1494;1496;1396;1492;1084;1084;1494;1084;1494;1494;1494;1494;1494;1494;1494;1494;998;998;18;0;0;4;-1
887326486;887325923;41;nan;0;11044;0;1494;1497;1390;1491;1084;1084;1494;1084;1494;1494;1494;1494;1494;1494;1494;1494;998;998;18;0;0;4;-1
887821325;887820762;41;nan;0;11099;0;1494;1496;1392;1491;1084;1084;1494;1084;1494;1494;1494;1494;1494;1494;1494;1494;998;998;18;0;0;4;-1
