timestamp;roll;pitch;yaw;thrust_body[0];thrust_body[1];thrust_body[2];reset_integral
787315536;-0.10990151;-0.08652532;-0.012920731;0.0;0.0;-0.33894742;0
787333555;-0.09526999;-0.08356616;-0.011659022;0.0;0.0;-0.33894742;0
787356009;-0.074039765;-0.07350895;-0.01033864;0.0;0.0;-0.33894742;0
787373990;-0.05056406;-0.06902938;-0.00970235;0.0;0.0;-0.33894742;0
787396485;-0.02124229;-0.057311755;-0.008898544;0.0;0.0;-0.33894742;0
787414502;0.0029239147;-0.048944153;-0.008559446;0.0;0.0;-0.33894742;0
787436988;0.03822142;-0.04036814;-0.008273691;0.0;0.0;-0.33894742;0
787455000;0.06289385;-0.02658072;-0.008711114;0.0;0.0;-0.33894742;0
787472943;0.08386699;-0.009870452;-0.009228986;0.0;0.0;-0.33894742;0
787495440;0.10965644;0.0036929857;-0.010428813;0.0;0.0;-0.33894742;0
787513488;0.12744714;0.020807946;-0.01097382;0.0;0.0;-0.33894742;0
787535958;0.14002039;0.04552167;-0.011779029;0.0;0.0;-0.33894742;0
787553939;0.14683874;0.057121992;-0.012230251;0.0;0.0;-0.33894742;0
787576388;0.14498405;0.07496068;-0.012921034;0.0;0.0;-0.33894742;0
787594428;0.13754413;0.08477762;-0.013284106;0.0;0.0;-0.33894742;0
787616928;0.11967839;0.08624304;-0.013219271;0.0;0.0;-0.33894742;0
787634945;0.098617405;0.08604919;-0.013185056;0.0;0.0;-0.33894742;0
787652910;0.074187696;0.08202875;-0.012992489;0.0;0.0;-0.33894742;0
787675412;0.038197283;0.06982708;-0.01239856;0.0;0.0;-0.33894742;0
787697962;-0.0030785466;0.054310344;-0.011924465;0.0;0.0;-0.33894742;0
787715891;-0.026920155;0.03812106;-0.01164473;0.0;0.0;-0.33894742;0
787733883;-0.045726843;0.019155102;-0.011315871;0.0;0.0;-0.33894742;0
787756395;-0.06513241;-0.0021822609;-0.01115533;0.0;0.0;-0.33894742;0
787774368;-0.07392878;-0.020853752;-0.010864196;0.0;0.0;-0.33894742;0
787792429;-0.077561736;-0.039943054;-0.0103069795;0.0;0.0;-0.33894742;0
787814885;-0.07791342;-0.06065518;-0.009223328;0.0;0.0;-0.33894742;0
787837390;-0.07516645;-0.07828042;-0.008351937;0.0;0.0;-0.33894742;0
787855345;-0.07063181;-0.09258423;-0.007254337;0.0;0.0;-0.33894742;0
787873370;-0.0656158;-0.10243647;-0.0061581666;0.0;0.0;-0.33894742;0
787895883;-0.06059344;-0.1049213;-0.004659486;0.0;0.0;-0.33894742;0
787918343;-0.0552299;-0.10739724;-0.0033000687;0.0;0.0;-0.33894742;0
787931806;-0.054664504;-0.10509813;-0.0028291468;0.0;0.0;-0.33894742;0
787954292;-0.054829597;-0.090766214;-0.0017424116;0.0;0.0;-0.33894742;0
787976786;-0.05315393;-0.08479467;-0.00045923167;0.0;0.0;-0.33894742;0
787994838;-0.05494279;-0.070698895;0.0003428435;0.0;0.0;-0.33894742;0
788012779;-0.05707711;-0.056033127;0.00102387;0.0;0.0;-0.33894742;0
788035267;-0.057956398;-0.04398492;0.0014088213;0.0;0.0;-0.33894742;0
788057803;-0.059441283;-0.021250397;0.0021592698;0.0;0.0;-0.33894742;0
788075779;-0.055170283;-0.010932024;0.0024116854;0.0;0.0;-0.33894742;0
788093812;-0.04848445;-0.0038900182;0.0028070325;0.0;0.0;-0.33894742;0
788116254;-0.039656993;0.009548643;0.0030826842;0.0;0.0;-0.33894742;0
788138803;-0.02429405;0.008250716;0.0026236314;0.0;0.0;-0.33894742;0
788152278;-0.013722416;0.011676018;0.0025458094;0.0;0.0;-0.33894742;0
788174771;0.011083536;0.012945491;0.0017311838;0.0;0.0;-0.33894742;0
788197262;0.043261033;0.007616001;0.00068615493;0.0;0.0;-0.33894742;0
788215209;0.07128603;0.0036690794;-0.0004038167;0.0;0.0;-0.33894742;0
788233237;0.09793789;0.0003693689;-0.0019379095;0.0;0.0;-0.33894742;0
788255797;0.122927964;-0.004360101;-0.0035323508;0.0;0.0;-0.33894742;0
788278204;0.14315629;-0.0104236975;-0.005549226;0.0;0.0;-0.33894742;0
788296213;0.15524195;-0.013291543;-0.007249403;0.0;0.0;-0.33894742;0
788314179;0.15989177;-0.019639526;-0.008738315;0.0;0.0;-0.33894742;0
788332291;0.1579705;-0.021650473;-0.010107181;0.0;0.0;-0.33894742;0
788354721;0.1447158;-0.021863561;-0.01169218;0.0;0.0;-0.33894742;0
788372679;0.12855831;-0.025926432;-0.012119419;0.0;0.0;-0.33894742;0
788395182;0.09437707;-0.022029635;-0.011806179;0.0;0.0;-0.33894742;0
788417696;0.05459079;-0.028414072;-0.010920443;0.0;0.0;-0.33894742;0
788435714;0.019140497;-0.028907493;-0.009902453;0.0;0.0;-0.33894742;0
788453694;-0.020022798;-0.029690038;-0.008393354;0.0;0.0;-0.33894742;0
788476144;-0.071281604;-0.037441034;-0.0059411135;0.0;0.0;-0.33894742;0
788494122;-0.10442079;-0.038051475;-0.0040486804;0.0;0.0;-0.33894742;0
788516660;-0.14231583;-0.044244587;-0.0016713071;0.0;0.0;-0.33894742;0
788534701;-0.16805415;-0.04974864;0.0006213582;0.0;0.0;-0.33894742;0
788557153;-0.18888843;-0.05096401;0.0032603266;0.0;0.0;-0.33894742;0
788575096;-0.19246194;-0.052988913;0.0054231137;0.0;0.0;-0.33894742;0
788593118;-0.18588594;-0.053101018;0.0073043047;0.0;0.0;-0.33894742;0
788615659;-0.16703445;-0.051149674;0.00926653;0.0;0.0;-0.33894742;0
788633636;-0.143354;-0.048466437;0.010284583;0.0;0.0;-0.33894742;0
788656095;-0.098357394;-0.044972032;0.011475769;0.0;0.0;-0.33894742;0
788674069;-0.05549586;-0.041319847;0.012021009;0.0;0.0;-0.33894742;0
