timestamp;timestamp_sample;device_id;magnetometer_ga[0];magnetometer_ga[1];magnetometer_ga[2];calibration_count
1416793460;1416739207;396809;-0.25014204;-0.09839629;-0.22515649;5
1417263405;1417262430;396809;-0.25137135;-0.09962985;-0.2276985;5
1417711559;1417710584;396809;-0.24903175;-0.10041836;-0.22414528;5
1418287858;1418233557;396809;-0.25184935;-0.09810492;-0.22586279;5
1418757683;1418756708;396809;-0.24503466;-0.09938799;-0.22864893;5
1419205823;1419204849;396809;-0.2511075;-0.099398814;-0.23084584;5
1419782022;1419727717;396809;-0.24924746;-0.0952233;-0.22790353;5
1420252069;1420251095;396809;-0.25166392;-0.09389849;-0.2186002;5
1420700189;1420699215;396809;-0.25311366;-0.09401182;-0.22296982;5
1421297827;1421296851;396809;-0.25211096;-0.09229374;-0.22277138;5
1421746540;1421745565;396809;-0.24905545;-0.0911947;-0.22657907;5
1422194989;1422194014;396809;-0.25278878;-0.09199403;-0.22522275;5
1422792634;1422791660;396809;-0.2545167;-0.0893572;-0.22346954;5
1423241205;1423240213;396809;-0.25083512;-0.08939103;-0.22494629;5
1423689346;1423688372;396809;-0.25384822;-0.0906105;-0.22179215;5
1424286693;1424285718;396809;-0.25216272;-0.0931269;-0.22289181;5
1424735227;1424734252;396809;-0.25128222;-0.09498232;-0.22448216;5
1425183507;1425182532;396809;-0.25291097;-0.09556753;-0.22701155;5
1425781081;1425780105;396809;-0.251339;-0.0918807;-0.22085313;5
1426229770;1426228796;396809;-0.25110826;-0.09057566;-0.22257294;5
1426678028;1426677052;396809;-0.25239345;-0.09443195;-0.22117199;5
1427275382;1427274407;396809;-0.25178105;-0.09421073;-0.22877376;5
1427723965;1427722989;396809;-0.24670148;-0.09496441;-0.22600132;5
1428172304;1428171330;396809;-0.2504722;-0.09957809;-0.22774091;5
1428769702;1428768728;396809;-0.25155967;-0.10105533;-0.22663225;5
1429218285;1429217310;396809;-0.2552132;-0.09816073;-0.22283357;5
1429794459;1429740148;396809;-0.25144133;-0.09861442;-0.22585534;5
1430264221;1430263246;396809;-0.2529771;-0.0934195;-0.2241565;5
1430712888;1430711836;396809;-0.24833956;-0.09650321;-0.22930469;5
1431288993;1431234620;396809;-0.2516228;-0.091122195;-0.22600314;5
1431758325;1431757350;396809;-0.2510752;-0.09164967;-0.22400047;5
1432206998;1432206024;396809;-0.25565597;-0.09166759;-0.22248131;5
1432783088;1432728715;396809;-0.25190157;-0.08705926;-0.2243307;5
1433252596;1433251621;396809;-0.25456843;-0.09019036;-0.22358997;5
1433701247;1433700271;396809;-0.2535988;-0.08739827;-0.221964;5
1434277425;1434223086;396809;-0.2532605;-0.086235344;-0.2251887;5
1434746772;1434745793;396809;-0.2539797;-0.08794153;-0.22899023;5
1435195405;1435194420;396809;-0.25306186;-0.08598259;-0.22748469;5
1435793037;1435792062;396809;-0.25438514;-0.0848301;-0.22090676;5
1436241087;1436240112;396809;-0.25475675;-0.08441978;-0.22715901;5
1436689668;1436688694;396809;-0.25178605;-0.09027595;-0.2250243;5
1437287319;1437286344;396809;-0.25360385;-0.083463475;-0.21821454;5
1437735447;1437734472;396809;-0.25133392;-0.08861943;-0.22923788;5
1438184154;1438183159;396809;-0.25274205;-0.087226085;-0.22135286;5
1438781687;1438780711;396809;-0.25091994;-0.089150175;-0.22363919;5
1439229808;1439228834;396809;-0.253514;-0.087639116;-0.2232711;5
1439678563;1439677589;396809;-0.25335872;-0.08513962;-0.22290982;5
1440276250;1440275273;396809;-0.25538784;-0.08654818;-0.2211052;5
1440724358;1440723384;396809;-0.2552937;-0.08583544;-0.22163832;5
1441172943;1441171969;396809;-0.25218135;-0.08783802;-0.22907506;5
