timestamp;flag_armed;flag_multicopter_position_control_enabled;flag_control_manual_enabled;flag_control_auto_enabled;flag_control_offboard_enabled;flag_control_position_enabled;flag_control_velocity_enabled;flag_control_altitude_enabled;flag_control_climb_rate_enabled;flag_control_acceleration_enabled;flag_control_attitude_enabled;flag_control_rates_enabled;flag_control_allocation_enabled;flag_control_termination_enabled;source_id
1362616842;1;0;1;0;0;0;0;0;0;0;1;1;1;0;0
1363122930;1;0;1;0;0;0;0;0;0;0;1;1;1;0;0
1363628776;1;0;1;0;0;0;0;0;0;0;1;1;1;0;0
1364134760;1;0;1;0;0;0;0;0;0;0;1;1;1;0;0
1364640762;1;0;1;0;0;0;0;0;0;0;1;1;1;0;0
1365146759;1;0;1;0;0;0;0;0;0;0;1;1;1;0;0
1365653433;1;0;1;0;0;0;0;0;0;0;1;1;1;0;0
1366158760;1;0;1;0;0;0;0;0;0;0;1;1;1;0;0
1366664762;1;0;1;0;0;0;0;0;0;0;1;1;1;0;0
1367171165;1;0;1;0;0;0;0;0;0;0;1;1;1;0;0
1367676760;1;0;1;0;0;0;0;0;0;0;1;1;1;0;0
1368183074;1;0;1;0;0;0;0;0;0;0;1;1;1;0;0
1368688760;1;0;1;0;0;0;0;0;0;0;1;1;1;0;0
1369194780;1;0;1;0;0;0;0;0;0;0;1;1;1;0;0
1369701760;1;0;1;0;0;0;0;0;0;0;1;1;1;0;0
1370207759;1;0;1;0;0;0;0;0;0;0;1;1;1;0;0
1370713760;1;0;1;0;0;0;0;0;0;0;1;1;1;0;0
1371220068;1;0;1;0;0;0;0;0;0;0;1;1;1;0;0
1371725761;1;0;1;0;0;0;0;0;0;0;1;1;1;0;0
1372231889;1;0;1;0;0;0;0;0;0;0;1;1;1;0;0
1372737761;1;0;1;0;0;0;0;0;0;0;1;1;1;0;0
1373243779;1;0;1;0;0;0;0;0;0;0;1;1;1;0;0
1373749779;1;0;1;0;0;0;0;0;0;0;1;1;1;0;0
1374255759;1;0;1;0;0;0;0;0;0;0;1;1;1;0;0
1374761760;1;0;1;0;0;0;0;0;0;0;1;1;1;0;0
1375267759;1;0;1;0;0;0;0;0;0;0;1;1;1;0;0
1375773824;1;0;1;0;0;0;0;0;0;0;1;1;1;0;0
1376279760;1;0;1;0;0;0;0;0;0;0;1;1;1;0;0
1376785887;1;0;1;0;0;0;0;0;0;0;1;1;1;0;0
1377291759;1;0;1;0;0;0;0;0;0;0;1;1;1;0;0
1377797761;1;0;1;0;0;0;0;0;0;0;1;1;1;0;0
1378303759;1;0;1;0;0;0;0;0;0;0;1;1;1;0;0
1378809760;1;0;1;0;0;0;0;0;0;0;1;1;1;0;0
1379315886;1;0;1;0;0;0;0;0;0;0;1;1;1;0;0
1379821762;1;0;1;0;0;0;0;0;0;0;1;1;1;0;0
1380327761;1;0;1;0;0;0;0;0;0;0;1;1;1;0;0
1380833760;1;0;1;0;0;0;0;0;0;0;1;1;1;0;0
1381339761;1;0;1;0;0;0;0;0;0;0;1;1;1;0;0
1381846323;1;0;1;0;0;0;0;0;0;0;1;1;1;0;0
1382351825;1;0;1;0;0;0;0;0;0;0;1;1;1;0;0
1382857760;1;0;1;0;0;0;0;0;0;0;1;1;1;0;0
1383363759;1;0;1;0;0;0;0;0;0;0;1;1;1;0;0
1383869760;1;0;1;0;0;0;0;0;0;0;1;1;1;0;0
1384375877;1;0;1;0;0;0;0;0;0;0;1;1;1;0;0
1384882965;1;0;1;0;0;0;0;0;0;0;1;1;1;0;0
1385388786;1;0;1;0;0;0;0;0;0;0;1;1;1;0;0
1385895162;1;0;1;0;0;0;0;0;0;0;1;1;1;0;0
1386400759;1;0;1;0;0;0;0;0;0;0;1;1;1;0;0
1386907026;1;0;1;0;0;0;0;0;0;0;1;1;1;0;0
1387412915;1;0;1;0;0;0;0;0;0;0;1;1;1;0;0
1387918844;1;0;1;0;0;0;0;0;0;0;1;1;1;0;0
1388424775;1;0;1;0;0;0;0;0;0;0;1;1;1;0;0
1388930779;1;0;1;0;0;0;0;0;0;0;1;1;1;0;0
1389436772;1;0;1;0;0;0;0;0;0;0;1;1;1;0;0
1389942966;1;0;1;0;0;0;0;0;0;0;1;1;1;0;0
1390448785;1;0;1;0;0;0;0;0;0;0;1;1;1;0;0
1390954760;1;0;1;0;0;0;0;0;0;0;1;1;1;0;0
1391460966;1;0;1;0;0;0;0;0;0;0;1;1;1;0;0
1391966760;1;0;1;0;0;0;0;0;0;0;1;1;1;0;0
1392472930;1;0;1;0;0;0;0;0;0;0;1;1;1;0;0
1392978760;1;0;1;0;0;0;0;0;0;0;1;1;1;0;0
1393484778;1;0;1;0;0;0;0;0;0;0;1;1;1;0;0
1393990761;1;0;1;0;0;0;0;0;0;0;1;1;1;0;0
1394497019;1;0;1;0;0;0;0;0;0;0;1;1;1;0;0
1395002896;1;0;1;0;0;0;0;0;0;0;1;1;1;0;0
1395508758;1;0;1;0;0;0;0;0;0;0;1;1;1;0;0
1396014797;1;0;1;0;0;0;0;0;0;0;1;1;1;0;0
1396521339;1;0;1;0;0;0;0;0;0;0;1;1;1;0;0
1397026769;1;0;1;0;0;0;0;0;0;0;1;1;1;0;0
1397533171;1;0;1;0;0;0;0;0;0;0;1;1;1;0;0
1398038769;1;0;1;0;0;0;0;0;0;0;1;1;1;0;0
1398544761;1;0;1;0;0;0;0;0;0;0;1;1;1;0;0
1399050910;1;0;1;0;0;0;0;0;0;0;1;1;1;0;0
1399556760;1;0;1;0;0;0;0;0;0;0;1;1;1;0;0
1400063760;1;0;1;0;0;0;0;0;0;0;1;1;1;0;0
1400570220;1;0;1;0;0;0;0;0;0;0;1;1;1;0;0
1401076780;1;0;1;0;0;0;0;0;0;0;1;1;1;0;0
1401582896;1;0;1;0;0;0;0;0;0;0;1;1;1;0;0
1402088873;1;0;1;0;0;0;0;0;0;0;1;1;1;0;0
1402594772;1;0;1;0;0;0;0;0;0;0;1;1;1;0;0
1403100761;1;0;1;0;0;0;0;0;0;0;1;1;1;0;0
1403607780;1;0;1;0;0;0;0;0;0;0;1;1;1;0;0
1404113774;1;0;1;0;0;0;0;0;0;0;1;1;1;0;0
1404619761;1;0;1;0;0;0;0;0;0;0;1;1;1;0;0
1405125761;1;0;1;0;0;0;0;0;0;0;1;1;1;0;0
1405631760;1;0;1;0;0;0;0;0;0;0;1;1;1;0;0
1406137760;1;0;1;0;0;0;0;0;0;0;1;1;1;0;0
1406643760;1;0;1;0;0;0;0;0;0;0;1;1;1;0;0
1407149865;1;0;1;0;0;0;0;0;0;0;1;1;1;0;0
1407655843;1;0;1;0;0;0;0;0;0;0;1;1;1;0;0
1408161791;1;0;1;0;0;0;0;0;0;0;1;1;1;0;0
1408668022;1;0;1;0;0;0;0;0;0;0;1;1;1;0;0
1409174020;1;0;1;0;0;0;0;0;0;0;1;1;1;0;0
1409679804;1;0;1;0;0;0;0;0;0;0;1;1;1;0;0
1410185761;1;0;1;0;0;0;0;0;0;0;1;1;1;0;0
1410691778;1;0;1;0;0;0;0;0;0;0;1;1;1;0;0
1411197761;1;0;1;0;0;0;0;0;0;0;1;1;1;0;0
1411703780;1;0;1;0;0;0;0;0;0;0;1;1;1;0;0
1412209874;1;0;1;0;0;0;0;0;0;0;1;1;1;0;0
1412715759;1;0;1;0;0;0;0;0;0;0;1;1;1;0;0
1413221762;1;0;1;0;0;0;0;0;0;0;1;1;1;0;0
1413728780;1;0;1;0;0;0;0;0;0;0;1;1;1;0;0
1414234758;1;0;1;0;0;0;0;0;0;0;1;1;1;0;0
1414741548;1;0;1;0;0;0;0;0;0;0;1;1;1;0;0
1415246760;1;0;1;0;0;0;0;0;0;0;1;1;1;0;0
1415753181;1;0;1;0;0;0;0;0;0;0;1;1;1;0;0
1416259409;1;0;1;0;0;0;0;0;0;0;1;1;1;0;0
1416764759;1;0;1;0;0;0;0;0;0;0;1;1;1;0;0
1417270761;1;0;1;0;0;0;0;0;0;0;1;1;1;0;0
1417776761;1;0;1;0;0;0;0;0;0;0;1;1;1;0;0
1418283760;1;0;1;0;0;0;0;0;0;0;1;1;1;0;0
1418790115;1;0;1;0;0;0;0;0;0;0;1;1;1;0;0
1419295779;1;0;1;0;0;0;0;0;0;0;1;1;1;0;0
1419801991;1;0;1;0;0;0;0;0;0;0;1;1;1;0;0
1420307761;1;0;1;0;0;0;0;0;0;0;1;1;1;0;0
1420813785;1;0;1;0;0;0;0;0;0;0;1;1;1;0;0
1421319884;1;0;1;0;0;0;0;0;0;0;1;1;1;0;0
1421825780;1;0;1;0;0;0;0;0;0;0;1;1;1;0;0
1422331780;1;0;1;0;0;0;0;0;0;0;1;1;1;0;0
1422837760;1;0;1;0;0;0;0;0;0;0;1;1;1;0;0
1423343775;1;0;1;0;0;0;0;0;0;0;1;1;1;0;0
1423849782;1;0;1;0;0;0;0;0;0;0;1;1;1;0;0
1424355759;1;0;1;0;0;0;0;0;0;0;1;1;1;0;0
1424861760;1;0;1;0;0;0;0;0;0;0;1;1;1;0;0
1425368802;1;0;1;0;0;0;0;0;0;0;1;1;1;0;0
1425874823;1;0;1;0;0;0;0;0;0;0;1;1;1;0;0
1426380781;1;0;1;0;0;0;0;0;0;0;1;1;1;0;0
1426886849;1;0;1;0;0;0;0;0;0;0;1;1;1;0;0
1427392924;1;0;1;0;0;0;0;0;0;0;1;1;1;0;0
1427898760;1;0;1;0;0;0;0;0;0;0;1;1;1;0;0
1428404759;1;0;1;0;0;0;0;0;0;0;1;1;1;0;0
1428910760;1;0;1;0;0;0;0;0;0;0;1;1;1;0;0
1429416760;1;0;1;0;0;0;0;0;0;0;1;1;1;0;0
1429923011;1;0;1;0;0;0;0;0;0;0;1;1;1;0;0
1430428835;1;0;1;0;0;0;0;0;0;0;1;1;1;0;0
1430934805;1;0;1;0;0;0;0;0;0;0;1;1;1;0;0
1431440835;1;0;1;0;0;0;0;0;0;0;1;1;1;0;0
1431946759;1;0;1;0;0;0;0;0;0;0;1;1;1;0;0
1432452941;1;0;1;0;0;0;0;0;0;0;1;1;1;0;0
1432961303;1;0;1;0;0;0;0;0;0;0;1;1;1;0;0
1433466774;1;0;1;0;0;0;0;0;0;0;1;1;1;0;0
1433972823;1;0;1;0;0;0;0;0;0;0;1;1;1;0;0
1434478779;1;0;1;0;0;0;0;0;0;0;1;1;1;0;0
1434984759;1;0;1;0;0;0;0;0;0;0;1;1;1;0;0
1435490759;1;0;1;0;0;0;0;0;0;0;1;1;1;0;0
1435996763;1;0;1;0;0;0;0;0;0;0;1;1;1;0;0
1436502781;1;0;1;0;0;0;0;0;0;0;1;1;1;0;0
1437008795;1;0;1;0;0;0;0;0;0;0;1;1;1;0;0
1437514761;1;0;1;0;0;0;0;0;0;0;1;1;1;0;0
1438020762;1;0;1;0;0;0;0;0;0;0;1;1;1;0;0
1438527766;1;0;1;0;0;0;0;0;0;0;1;1;1;0;0
1439034541;1;0;1;0;0;0;0;0;0;0;1;1;1;0;0
