timestamp;timestamp_sample;baro_device_id;baro_alt_meter;baro_pressure_pa;ambient_temperature;rho;temperature_source;calibration_count
1287193923;1287169011;4028193;9.995894;101205.0;15.0;1.2233484;0;0
1287420985;1287398743;4028193;9.850567;101206.75;15.0;1.2233695;0;0
1287593920;1287571696;4028193;9.871706;101206.5;15.0;1.2233665;0;0
1287820867;1287801350;4028193;9.911341;101206.0;15.0;1.2233605;0;0
1287993701;1287974199;4028193;9.93248;101205.75;15.0;1.2233574;0;0
1288231635;1288206733;4028193;9.890202;101206.25;15.0;1.2233635;0;0
1288404416;1288379511;4028193;10.098945;101203.75;15.0;1.2233332;0;0
1288631334;1288609120;4028193;9.850567;101206.75;15.0;1.2233695;0;0
1288804282;1288782044;4028193;9.871706;101206.5;15.0;1.2233665;0;0
1289031088;1289011554;4028193;9.829429;101207.0;15.0;1.2233726;0;0
1289204011;1289184482;4028193;10.017034;101204.75;15.0;1.2233454;0;0
1289376881;1289357307;4028193;9.890202;101206.25;15.0;1.2233635;0;0
1289614531;1289589605;4028193;9.850567;101206.75;15.0;1.2233695;0;0
1289841437;1289819237;4028193;10.05931;101204.25;15.0;1.2233393;0;0
1290014476;1289992220;4028193;9.766013;101207.75;15.0;1.2233816;0;0
1290187416;1290165132;4028193;9.890202;101206.25;15.0;1.2233635;0;0
1290414283;1290394759;4028193;9.766013;101207.75;15.0;1.2233816;0;0
1290587068;1290567545;4028193;9.953617;101205.5;15.0;1.2233545;0;0
1290824837;1290799874;4028193;9.787152;101207.5;15.0;1.2233787;0;0
1290997616;1290972707;4028193;9.744874;101208.0;15.0;1.2233846;0;0
1291224489;1291202211;4028193;9.953617;101205.5;15.0;1.2233545;0;0
1291397340;1291375142;4028193;9.850567;101206.75;15.0;1.2233695;0;0
1291624426;1291604912;4028193;9.953617;101205.5;15.0;1.2233545;0;0
1291797236;1291777737;4028193;9.93248;101205.75;15.0;1.2233574;0;0
1292035005;1292010048;4028193;9.702598;101208.5;15.0;1.2233907;0;0
1292207935;1292183030;4028193;10.05931;101204.25;15.0;1.2233393;0;0
1292434859;1292412659;4028193;10.038173;101204.5;15.0;1.2233423;0;0
1292607716;1292585501;4028193;9.829429;101207.0;15.0;1.2233726;0;0
1292834653;1292815158;4028193;9.787152;101207.5;15.0;1.2233787;0;0
1293007661;1292988071;4028193;9.890202;101206.25;15.0;1.2233635;0;0
1293180584;1293161049;4028193;9.578408;101210.0;15.0;1.2234088;0;0
