timestamp;gyro_rad[0];gyro_rad[1];gyro_rad[2];gyro_integral_dt;accelerometer_timestamp_relative;accelerometer_m_s2[0];accelerometer_m_s2[1];accelerometer_m_s2[2];accelerometer_integral_dt;accelerometer_clipping;gyro_clipping;accel_calibration_count;gyro_calibration_count
1251084214;0.005193629;-0.0036243303;0.00852962;4452;0;6.935255;-3.2500234;-6.178398;4364;0;0;3;1
1251088713;-0.0008070851;0.0042983936;-0.002946948;4499;0;6.945707;-3.2521276;-6.1847095;4363;0;0;3;1
1251093212;0.0030915127;0.002538778;0.0023387664;4499;0;6.977031;-3.226938;-6.2057233;4363;0;0;3;1
1251097711;-0.00020842139;-0.001960013;-4.50667e-06;4499;0;6.9665833;-3.2248404;-6.1532006;4363;0;0;3;1
1251102257;-0.004088309;0.00058275234;0.007346778;4546;0;6.958237;-3.2374284;-6.1931167;4364;0;0;3;1
1251106709;0.002264351;0.0022346587;-0.0038841972;4452;0;6.933176;-3.2563229;-6.170006;4363;0;0;3;1
1251111208;0.00069273764;0.0058406647;0.00010576542;4499;0;6.949884;-3.2563233;-6.1468925;4364;0;0;3;1
1251115707;0.00060872576;0.004609314;-0.00020280272;4499;0;6.9519773;-3.2710147;-6.148987;4365;0;0;3;1
1251120206;0.0026710997;0.00017426023;-0.0013140982;4499;0;6.9415307;-3.235337;-6.1805186;4362;0;0;3;1
1251124752;0.0039210087;0.0020015372;-0.00043814443;4546;0;6.948837;-3.2515988;-6.1768227;5818;0;0;3;1
1251129204;-0.004726526;-0.0013109752;-0.0042017074;4452;0;6.960323;-3.2857118;-6.157398;4363;0;0;3;1
1251133703;0.0065326886;0.004339023;0.007873733;4499;0;6.9624076;-3.2836084;-6.161609;4363;0;0;3;1
1251138202;-0.0035927787;-0.003913907;-2.8493349e-05;4499;0;6.954057;-3.2521431;-6.1805;4364;0;0;3;1
1251142701;0.005616232;0.0038868836;0.00083530485;4499;0;6.9624076;-3.2605186;-6.1468935;4363;0;0;3;1
1251147247;0.000261931;0.0062676035;0.0007198232;4546;0;6.962414;-3.2836103;-6.176309;4363;0;0;3;1
1251151699;-0.0014813025;0.00070295203;-0.0023155392;4452;0;6.956164;-3.3004036;-6.1826153;4363;0;0;3;1
1251156198;0.0008316138;0.0031144724;0.0028601524;4499;0;6.9101944;-3.2647312;-6.1805167;4363;0;0;3;1
1251160697;0.0022047365;0.0015903537;0.00032579203;4499;0;6.933176;-3.2899096;-6.2120223;4363;0;0;3;1
1251165196;0.0015740443;0.004318595;-0.0077086403;4499;0;6.966588;-3.2794147;-6.1700044;4363;0;0;3;1
1251169742;-0.0009885458;-0.00029515757;-0.0064513516;4546;0;6.9613743;-3.2689316;-6.175249;5817;0;0;3;1
1251174194;0.0041670646;0.0038593158;0.0116529;4452;0;6.9373527;-3.2458265;-6.153202;4363;0;0;3;1
1251178693;0.0030064;0.0033075148;-0.0019957745;4499;0;6.9269137;-3.298302;-6.1658044;4362;0;0;3;1
1251183192;0.00013438449;-0.009947716;9.159511e-05;4499;0;6.9477925;-3.2542217;-6.174206;4363;0;0;3;1
1251187691;0.006008918;0.009574222;-0.00030326427;4499;0;6.95197;-3.23954;-6.1657944;4363;0;0;3;1
1251192237;0.00056983286;0.008124568;0.005115253;4546;0;6.951956;-3.2605083;-6.1805115;4363;0;0;3;1
1251196689;0.0029633122;0.0014971928;-0.00091583305;4452;0;6.947796;-3.2542202;-6.1721077;4363;0;0;3;1
1251201188;0.0024363915;-0.0021971562;0.004716818;4499;0;6.937351;-3.289907;-6.172107;4363;0;0;3;1
1251205687;0.0023833497;0.0015325943;3.1802803e-05;4499;0;6.972853;-3.2857084;-6.1679053;4362;0;0;3;1
1251210186;0.0021332598;-0.00088668993;-0.0077098995;4499;0;6.9707704;-3.241656;-6.178377;4364;0;0;3;1
1251214732;-0.0038497366;0.0014892828;0.0028330253;4546;0;6.9394403;-3.2610486;-6.161073;5819;0;0;3;1
1251219184;0.0031900483;0.0020831442;0.0023177194;4452;0;6.931093;-3.241625;-6.148988;4362;0;0;3;1
1251223683;0.00087204704;0.0017774076;0.004754956;4499;0;6.920652;-3.2584186;-6.1594987;4363;0;0;3;1
1251228182;0.0008438685;-0.003440415;-0.00050169136;4499;0;6.9457;-3.271018;-6.1447935;4363;0;0;3;1
1251232681;-0.00037227155;0.00081497704;-0.0011361903;4499;0;6.9394546;-3.245841;-6.169995;4366;0;0;3;1
