timestamp;nav_state;failure
8318668291;15;0
8319178852;15;0
8319685950;15;0
8320188959;15;0
8320692862;15;0
8321204177;15;0
8321710032;15;0
8322213718;15;0
8322717842;15;0
8323227805;15;0
8323734115;15;0
8324238067;15;0
8324741880;15;0
8325251878;15;0
8325757921;15;0
8326262882;15;0
8326766559;15;0
8327270446;15;0
8327781829;15;0
8328287806;15;0
8328790988;15;0
8329294774;15;0
8329805809;15;0
8330311849;15;0
8330815420;15;0
8331319346;15;0
8331831006;15;0
8332336832;15;0
8332840201;15;0
8333349851;15;0
8333855806;15;0
8334360563;15;0
8334864575;15;0
8335368325;15;0
8335879893;15;0
8336385871;15;0
8336889322;15;0
8337393305;15;0
8337903807;15;0
8338409806;15;0
8338913488;15;0
8339417646;15;0
8339927807;15;0
8340434649;15;0
8340938165;15;0
8341441862;15;0
8341951834;15;0
8342457820;15;0
8342962533;15;0
8343466422;15;0
8343976851;15;0
8344483349;15;0
8344987057;15;0
8345490871;15;0
8345995086;15;0
8346507667;15;0
8347011971;15;0
8347515461;15;0
8348025805;15;0
8348532619;15;0
8349036069;15;0
8349540122;15;0
8350049807;15;0
8350555833;15;0
8351060593;15;0
8351564546;15;0
8352068910;15;0
8352579853;15;0
8353085836;15;0
8353588996;15;0
8354092959;15;0
8354603819;15;0
8355110052;15;0
8355613584;15;0
8356117438;15;0
8356627834;15;0
8357134209;15;0
8357638008;15;0
8358141989;15;0
8358651854;15;0
8359157808;15;0
8359662988;15;0
8360166436;15;0
8360670316;15;0
8361182283;15;0
8361687824;15;0
8362193827;15;0
8362694868;15;0
8363205841;15;0
8363711807;15;0
8364215448;15;0
8364719377;15;0
8365229806;15;0
8365736117;15;0
8366240357;15;0
8366744101;15;0
8367253916;15;0
8367759834;15;0
8368264568;15;0
8368768420;15;0
8369272283;15;0
8369785271;15;0
8370290855;15;0
8370793200;15;0
8371302809;15;0
8371808807;15;0
8372313521;15;0
8372817434;15;0
8373327814;15;0
8373834137;15;0
8374338190;15;0
8374841990;15;0
8375353082;15;0
8375858807;15;0
8376362652;15;0
8376867148;15;0
8377376807;15;0
8377883405;15;0
8378387138;15;0
8378890937;15;0
8379400874;15;0
8379906829;15;0
8380411596;15;0
8380915510;15;0
8381419696;15;0
8381930825;15;0
8382436833;15;0
8382940056;15;0
8383443879;15;0
8383954950;15;0
8384460811;15;0
8384964558;15;0
8385468506;15;0
8385981507;15;0
8386486831;15;0
8386989027;15;0
8387492910;15;0
8388005004;15;0
8388510808;15;0
8389013608;15;0
8389517402;15;0
8390028828;15;0
8390534978;15;0
8391038103;15;0
8391542315;15;0
8392052826;15;0
8392559809;15;0
8393062844;15;0
8393566473;15;0
8394077807;15;0
8394583831;15;0
8395087057;15;0
8395591046;15;0
8396101877;15;0
8396607806;15;0
8397111590;15;0
8397615720;15;0
8398128467;15;0
8398633832;15;0
8399136142;15;0
8399640045;15;0
8400151847;15;0
8400657846;15;0
8401160942;15;0
8401664528;15;0
8402175944;15;0
8402681807;15;0
8403185127;15;0
8403689061;15;0
8404199898;15;0
8404706005;15;0
8405209596;15;0
8405713501;15;0
8406224806;15;0
8406730831;15;0
8407234086;15;0
8407737976;15;0
8408248948;15;0
8408755203;15;0
8409258679;15;0
8409762497;15;0
8410273853;15;0
8410779830;15;0
8411283079;15;0
8411787071;15;0
8412297919;15;0
8412803880;15;0
8413307958;15;0
8413811758;15;0
8414321806;15;0
8414828479;15;0
8415332180;15;0
8415836209;15;0
8416340364;15;0
8416851822;15;0
8417357833;15;0
8417860558;15;0
8418364410;15;0
8418875843;15;0
8419408769;15;0
8419912001;15;0
