timestamp;timestamp_sample;control[0];control[1];control[2];control[3];control[4];control[5];control[6];control[7];control[8];control[9];control[10];control[11];reversible_flags
7886619254;7886619160;0.36965108;0.30307734;0.28730494;0.29636654;nan;nan;nan;nan;nan;nan;nan;nan;0
7886718193;7886718100;0.32198954;0.23837017;0.4017815;0.29425865;nan;nan;nan;nan;nan;nan;nan;nan;0
7886818675;7886818586;0.24093893;0.23686379;0.38929492;0.38930225;nan;nan;nan;nan;nan;nan;nan;nan;0
7886917659;7886917572;0.20039053;0.24025439;0.37736335;0.4383917;nan;nan;nan;nan;nan;nan;nan;nan;0
7887018152;7887018058;0.16260684;0.26056334;0.41173515;0.4214946;nan;nan;nan;nan;nan;nan;nan;nan;0
7887120136;7887120044;0.15632018;0.23694834;0.42854708;0.4345843;nan;nan;nan;nan;nan;nan;nan;nan;0
7887218030;7887217531;0.15478805;0.2103332;0.42660666;0.46467197;nan;nan;nan;nan;nan;nan;nan;nan;0
7887319606;7887319517;0.1886101;0.15093169;0.44058433;0.47627378;nan;nan;nan;nan;nan;nan;nan;nan;0
7887417099;7887417004;0.18922414;0.13423999;0.45477185;0.47816393;nan;nan;nan;nan;nan;nan;nan;nan;0
7887519139;7887519040;0.16069157;0.149119;0.4732172;0.4733722;nan;nan;nan;nan;nan;nan;nan;nan;0
7887616613;7887616523;0.17930819;0.11825321;0.45473054;0.504108;nan;nan;nan;nan;nan;nan;nan;nan;0
7887718554;7887718463;0.15454277;0.13213894;0.45877755;0.5109407;nan;nan;nan;nan;nan;nan;nan;nan;0
7887820535;7887820448;0.12574613;0.15466207;0.5042745;0.4717172;nan;nan;nan;nan;nan;nan;nan;nan;0
7887918028;7887917935;0.09129388;0.18596163;0.49809155;0.48105288;nan;nan;nan;nan;nan;nan;nan;nan;0
7888020018;7888019921;0.12184768;0.16524167;0.44697723;0.5223334;nan;nan;nan;nan;nan;nan;nan;nan;0
7888117886;7888117408;0.13436432;0.17068253;0.44796246;0.5033906;nan;nan;nan;nan;nan;nan;nan;nan;0
7888219484;7888219394;0.19032283;0.13065551;0.46130326;0.47411835;nan;nan;nan;nan;nan;nan;nan;nan;0
7888317070;7888316880;0.21260966;0.11778576;0.4363788;0.4896257;nan;nan;nan;nan;nan;nan;nan;nan;0
7888419004;7888418913;0.205515;0.12807944;0.4292964;0.49350902;nan;nan;nan;nan;nan;nan;nan;nan;0
7888520951;7888520852;0.21425821;0.11516387;0.43722966;0.48974818;nan;nan;nan;nan;nan;nan;nan;nan;0
7888618434;7888618339;0.2306525;0.0927025;0.44331267;0.48973227;nan;nan;nan;nan;nan;nan;nan;nan;0
7888720418;7888720325;0.28826028;0.027230272;0.47273138;0.46817797;nan;nan;nan;nan;nan;nan;nan;nan;0
7888817907;7888817812;0.20281512;0.09476306;0.556406;0.40241575;nan;nan;nan;nan;nan;nan;nan;nan;0
